ID,Name,Type,Serving,Serving Size,Headline,Intensity,Sleeve Price,Per Capsule Price,Caption,Taste,Best Served As,Notes,Acidity,Bitterness,Roastness,Body,Milky Taste,Bitterness with Milk,Roastiness with Milk,Creamy Texture,Ingredients & Allergens,Number of Capsules per Sleeve,Net Weight per Total Number of Capsules,Capsule Image Link,Capsule & Sleeve Image Link,Decaf Coffee?,Category,Other Information,Status,Roast Type,Intensity Classification,Acidity Classification,Bitterness Classification,Roastness Classification,Body Classification,Milky Taste Classification,Bitterness with Milk Classification,Roastiness with Milk Classification,Creamy Texture Classification,Textual Info
OL13,Instanbul Espresso,Original,Espresso,40ml,Roasted with a fruity note and a hint of almond,8.0,8.7,0.87,"Istanbul Espresso takes you back in time to the original coffeehouses. This intense ambrosial brew bursts with boldness, wild ripe fruits, and a delicate almond touch. Thick and velvety in homage to Turkish coffee, its Ethiopian Arabica and Indian Robusta remind us of this city at the crossroads of the ancient coffee trade routes. It’s a blend as cosmopolitan as the crowd gathered in an Istanbul coffeehouse. Enjoy it like a local: Accompany it with a glass of water and a piece of Turkish Delight.","A complex espresso full of wild aromatics and a balance of both bitter roasted and fruity notes, with a touch of acidity and an almond finish that hints at sweetness.","Ristretto 25ml, Espresso 40ml","Fruity, Roasted",4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/15414727049246/before-PLP-318x318px.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/B2C-enriched-pdp-wex-2022/istanbul-espresso/main-image_S.png,No,World Explorations,,Current,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,original espresso 40ml roasted fruity note hint almond istanbul espresso takes back time original coffeehouses intense ambrosial brew bursts boldness wild ripe fruits delicate almond touch thick velvety homage turkish coffee ethiopian arabica indian robusta remind us city crossroads ancient coffee trade routes blend cosmopolitan crowd gathered istanbul coffeehouse enjoy like local accompany glass water piece turkish delight complex espresso full wild aromatics balance bitter roasted fruity notes touch acidity almond finish hints sweetness ristretto 25ml espresso 40ml fruity roasted world explorations medium medium high medium medium medium medium medium medium medium
OL14,Stockholm Lungo,Original,Lungo,110ml,Rich & Full-bodied,8.0,9.2,0.92,"An intense all-Arabica coffee best enjoyed black to savour the pure taste beloved by Swedes – malty, with a hint of rich bitterness.","Swedes are among the world’s biggest coffee consumers. Wander around Stockholm, and you’ll often find intense black coffees with a malty savoury note coming from the distinctive Monsoon Arabica. World Explorations Stockholm Lungo recreates the aromatic profile of a Swedish coffee by coupling Monsooned Malabar with Colombian Arabica for an intense, sweet cup with a hint of bitterness. Drink it like a local: Share your large flavourful cup and cinnamon rolls with friends and family.",Lungo 110ml,Roasted,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,60 g,https://www.nespresso.com/ecom/medias/sys_master/public/15906838806558/stockholm-fortissio-lungo-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/13753029689374/C-0686-Main-PDP-Lungo-Stockholm-OL.jpg?impolicy=productPdpSafeZone&imwidth=1238,No,World Explorations,,Current,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,original lungo 110ml rich fullbodied intense allarabica coffee best enjoyed black savour pure taste beloved swedes malty hint rich bitterness swedes among world big coffee consumers wander around stockholm often find intense black coffees malty savoury note coming distinctive monsoon arabica world explorations stockholm lungo recreates aromatic profile swedish coffee coupling monsooned malabar colombian arabica intense sweet cup hint bitterness drink like local share large flavourful cup cinnamon rolls friends family lungo 110ml roasted world explorations medium medium medium medium high medium medium medium medium medium
OL15,Paris Espresso,Original,Espresso,40ml,"Cereal and biscuity, with a hint of citrus",6.0,8.7,0.87,Travel the world through coffee – and discover unique and typical tastes brought to you from cities around the world,"A balanced coffee with light bitterness, cereal biscuity notes, pleasant acidity and a hint of citrus.",Espresso 40ml,Cereal,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/15414968844318/C-0887-before-PLP-318x318px.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/B2C-enriched-pdp-wex-2022/paris-espresso/main-image_S.png,No,World Explorations,,Current,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,original espresso 40ml cereal biscuity hint citrus travel world coffee discover unique typical tastes brought cities around world balanced coffee light bitterness cereal biscuity notes pleasant acidity hint citrus espresso 40ml cereal world explorations medium medium medium medium medium medium medium medium medium medium
OL16,Tokyo Lungo,Original,Lungo,110ml,Floral & Complex,6.0,9.2,0.92,"The high quality Arabicas deliver exceptional flowery aromas and complex tastes worthy of Tokyo’s refined palate.
","Known for tea, the Japanese also have a real affinity for coffee. Striving for sophistication and natural sweetness, they love both a rich coffee and a balance of elegant aromas. World Explorations Tokyo Lungo captures the essence of these preferences with refined Ethiopian and Mexican Arabicas. Complex, floral, with a hint of acidity – you will be pleasantly surprised by this cup. Drink it like a local: Extract your long black cup up to 150ml and take time to savour its aromas.",Lungo 110ml,Roasted,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,58 g,https://www.nespresso.com/ecom/medias/sys_master/public/15942164447262/ol-tokyo-vivalto-lungo-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/tokyo-vivalto-lungo_S.png,No,World Explorations,,Current,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,original lungo 110ml floral complex high quality arabicas deliver exceptional flowery aromas complex tastes worthy tokyo refined palate known tea japanese also real affinity coffee striving sophistication natural sweetness love rich coffee balance elegant aromas world explorations tokyo lungo captures essence preferences refined ethiopian mexican arabicas complex floral hint acidity pleasantly surprised cup drink like local extract long black cup 150ml take time savour aromas lungo 110ml roasted world explorations medium medium low medium medium medium medium medium medium medium
OL17,Vienna Lungo,Original,Lungo,110ml,Round & Smooth,6.0,9.2,0.92,"From coffeehouse to home coffee gathering, this balanced blend of smooth and silky South American Arabicas pairs perfectly with your viennoiserie.","Vienna’s coffeehouse tradition shaped the coffee culture of this vibrant city, known for its many recipes and the smoothness of its coffee. World Explorations Vienna Lungo recreates this balanced and pleasant Viennese taste by pairing sweet Brazilian and Colombian Arabicas, lightly roasted by our experts to enhance the malty and aromatic notes in the cup. Enjoy it like a local: Top up your Lungo with hot water for a 150ml cup and pair it with a slice of cake.",Lungo 110ml,Cereal,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,55 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441093333022/vienna-linizio-lungo-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/vienna-linizio-lungo_XL.png,No,World Explorations,,Current,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,original lungo 110ml round smooth coffeehouse home coffee gathering balanced blend smooth silky south american arabicas pairs perfectly viennoiserie vienna coffeehouse tradition shaped coffee culture vibrant city known many recipes smoothness coffee world explorations vienna lungo recreates balanced pleasant viennese taste pairing sweet brazilian colombian arabicas lightly roasted experts enhance malty aromatic notes cup enjoy like local top lungo hot water 150ml cup pair slice cake lungo 110ml cereal world explorations medium medium low medium medium medium medium medium medium medium
OL18,Shanghai Lungo,Original,Lungo,110ml,Fruity with fine acidity,5.0,9.2,0.92,"Venice has a long history of importing the world’s coffees and expertly roasting these diverse coffees into harmony. Their expertise inspired the beautifully balanced roast of Ispirazione Venezia. Worthy of a noble dessert, the classic caramel and cereal notes of this coffee marry elegantly with the decadent ingredients of this rich tiramisu.","WORLD EXPLORATIONS SHANGHAI LUNGO is an insight into the emerging Asian coffee culture. Crafted from Kenyan, Chinese and Indonesian Arabicas, this distinctive light-roast blend will please the palate with its berry notes and fine acidity. Enjoy it like a local: Lengthen this long cup of coffee with a splash of cream and take it on-the-go",Lungo 110ml,Fruity,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/16106997547038/shanghai-lungo-plp.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/shangai-lungo_S.png,No,World Explorations,,Current,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,original lungo 110ml fruity fine acidity venice long history importing world coffees expertly roasting diverse coffees harmony expertise inspired beautifully balanced roast ispirazione venezia worthy noble dessert classic caramel cereal notes coffee marry elegantly decadent ingredients rich tiramisu world explorations shanghai lungo insight emerging asian coffee culture crafted kenyan chinese indonesian arabicas distinctive lightroast blend please palate berry notes fine acidity enjoy like local lengthen long cup coffee splash cream take onthego lungo 110ml fruity world explorations medium medium medium low medium medium medium medium medium medium
OL19,Buenos Aires Lungo,Original,Lungo,110ml,Sweet & Cereal,4.0,9.2,0.92,"A destination for true foodies, Buenos Aires is a highlight of Argentina’s vibrant food scene. Sweetness prevails, and coffee is no exception: they love it sweet and milky!",WORLD EXPLORATIONS BUENOS AIRES LUNGO blends a gently roasted Colombian Arabica with Ugandan Robusta to deliver distinct cereal and sweet popcorn notes. A tribute to the city’s love for smooth long cups. Drink it like a local: Add a generous drop of milk and sugar at will to your Lungo for an extra treat.,Lungo 110ml,Cereal,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441093759006/buenos-aires-lungo-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/buenos-aires-lungo_L.png,No,World Explorations,,Current,Blonde,Low,Medium,Low,Low,Medium,Medium,Medium,Medium,Medium,original lungo 110ml sweet cereal destination true foodies buenos aires highlight argentina vibrant food scene sweetness prevails coffee exception love sweet milky world explorations buenos aires lungo blends gently roasted colombian arabica ugandan robusta deliver distinct cereal sweet popcorn notes tribute city love smooth long cups drink like local add generous drop milk sugar lungo extra treat lungo 110ml cereal world explorations blonde low medium low low medium medium medium medium medium
OL20,India,Original,Lungo,110ml,Robusta Monsson,11.0,9.7,0.97,"Master Origins India with Robusta Monsoon gets its intense, woody, spicy aromatics from the monsooned Robusta blended into Indian Arabica.","Monsooning coffees is unique to India’s southwest coast. Months of monsoonal winds repeatedly swell and dry the beans. It mimics the journey it used to take when sailing to Europe. If you’re changing track, try this coffee as a Latte Macchiato. You’ll still catch the long-lasting wood and spice aromatics and all of Master Origins India with Robusta Monsoon’s intensity. This Arabica Robusta blend makes a great coffee with milk.","Espresso 40ml, Lungo 110ml","Intense, Spicy",1.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,55 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441091170334/india-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/india_L.png,No,Origins,,Current,Dark,High,Low,High,High,Medium,Medium,Medium,Medium,Medium,original lungo 110ml robusta monsson master origins india robusta monsoon gets intense woody spicy aromatics monsooned robusta blended indian arabica monsooning coffees unique india southwest coast months monsoonal winds repeatedly swell dry beans mimics journey used take sailing europe changing track try coffee latte macchiato still catch longlasting wood spice aromatics master origins india robusta monsoon intensity arabica robusta blend makes great coffee milk espresso 40ml lungo 110ml intense spicy origins dark high low high high medium medium medium medium medium
OL21,Indonesia - Fairtrade,Original,Lungo,110ml,Wet hulled Arabica,8.0,9.7,0.97,Master Origins Indonesia wet-hulled Arabica is a race against rain.,"Sumatran farmers wet-hull their coffee because of the humid climate. They remove the parchment when the coffee is soft and moist because exposed beans dry faster. The method is unique to them and produces the classic Indonesian taste - velvety thick, wildly aromatic, notes of cured tobacco. Try Master Origins Indonesia wet-hulled Arabica with a dash of milk - nutty, woody and roasted notes emerge in this intense coffee with milk.","Espresso 40 ml, Lungo 110ml","Intense, Cereal, Woody",2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441091596318/indonesia-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/indonesia_S.png,No,Origins,Certified by Fair Trade Canada,Current,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,original lungo 110ml wet hulled arabica master origins indonesia wethulled arabica race rain sumatran farmers wethull coffee humid climate remove parchment coffee soft moist exposed beans dry fast method unique produces classic indonesian taste velvety thick wildly aromatic notes cured tobacco try master origins indonesia wethulled arabica dash milk nutty woody roasted notes emerge intense coffee milk espresso 40 ml lungo 110ml intense cereal woody origins medium medium medium medium high medium medium medium medium medium
OL22,Colombia,Original,Lungo,110ml,Late Harvest Arabica,6.0,9.7,0.97,"Master Origins Colombia with Late Harvest uses only high-grown, washed processed Colombian Arabica.",Can you taste the lively acidity and the burst of winey red fruit aromas? That comes from those coffee farmers who dared to wait longer before harvesting their crop. Like your coffee with milk? Master Origins Colombia with Late Harvest Arabica makes a delicate and creamy cappuccino. Sweet biscuit notes emerge when this Colombian coffee combines with milk froth.,Espresso 40ml. Lungo 110ml,Fruity,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,57 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441091694622/colombia-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/colombia_S.png,No,Origins,,Current,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,original lungo 110ml late harvest arabica master origins colombia late harvest uses highgrown washed processed colombian arabica taste lively acidity burst winey red fruit aromas comes coffee farmers dared wait long harvesting crop like coffee milk master origins colombia late harvest arabica makes delicate creamy cappuccino sweet biscuit notes emerge colombian coffee combines milk froth espresso 40ml lungo 110ml fruity origins medium medium high medium medium medium medium medium medium medium
OL23,Peru Organic,Original,Lungo,110ml,High up in the Andes,6.0,9.7,0.97,"We traveled across remote Peruvian regions in search of some of the finest organic Arabica beans. High up above 1000 meters, tucked into the slopes of the Andes, we found them. Blessed with the meticulous care of smallholder farmers, Peru Organic is an elegant, fruity coffee accented by a smooth toasted cereal note.","An elegant organic Arabica crafted by remote smallholder farmers in Peru’s remote Andes’ mountains, graced with smooth toasted cereal and fruit notes. After going to such great lengths to source the finest organic Peruvian coffee, it was only natural to take the same care in roasting this coffee. Peru Organic is a single origin coffee roasted in two parts to bring a nuanced complexity to the final cup. The two splits are lightly roasted and highlight the bright and smooth character of the blend while revealing the exotic fruity notes.",Espresso 40ml. Lungo 110ml,Fruity,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,58 g,https://www.nespresso.com/ecom/medias/sys_master/public/15448290885662/7734.10-PLP-318x318.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/peru_S.png,No,Origins,,Current,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,original lungo 110ml high andes traveled across remote peruvian regions search fine organic arabica beans high 1000 meters tucked slopes andes found blessed meticulous care smallholder farmers peru organic elegant fruity coffee accented smooth toasted cereal note elegant organic arabica crafted remote smallholder farmers peru remote andes mountains graced smooth toasted cereal fruit notes going great lengths source fine organic peruvian coffee natural take care roasting coffee peru organic single origin coffee roasted two parts bring nuanced complexity final cup two splits lightly roasted highlight bright smooth character blend revealing exotic fruity notes espresso 40ml lungo 110ml fruity origins medium medium high medium medium medium medium medium medium medium
OL24,Nicaragua,Original,Lungo,110ml,"With ""Black-Honey"" Processed Arabica",5.0,9.7,0.97,"If Black Honey processing were the easy road to a nectarous coffee, they’d all do it. But only a few farmers dare. It’s a rare process because it calls for meticulous monitoring. Master Origins Nicaragua with ‘Black-Honey’ processed Arabica contains this coffee. It gives this Nicaraguan Arabica its smooth honeyed texture and sweet cereal notes.","With ''Black-Honey'' processed Arabica, Master Origins Nicaragua is a nectarous coffee. It has a satiny smooth texture and warming sweet cereal notes. Its distinct sweetness comes from the rare Black-Honey process. If you like it with milk froth, Master Origins Nicaragua with ‘Black-Honey’ processed Arabica makes a rich latte macchiato. As a coffee with milk, it’s balanced and has nutty, roasted notes that surface.","Espresso 40ml, Lungo 110ml",Honey,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441091792926/nicaragua-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/nicaragua_S.png,No,Origins,,Current,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,original lungo 110ml blackhoney processed arabica black honey processing easy road nectarous coffee farmers dare rare process calls meticulous monitoring master origins nicaragua blackhoney processed arabica contains coffee gives nicaraguan arabica smooth honeyed texture sweet cereal notes blackhoney processed arabica master origins nicaragua nectarous coffee satiny smooth texture warming sweet cereal notes distinct sweetness comes rare blackhoney process like milk froth master origins nicaragua blackhoney processed arabica makes rich latte macchiato coffee milk balanced nutty roasted notes surface espresso 40ml lungo 110ml honey origins medium medium medium medium medium low medium medium medium medium
OL25,Ethiopea,Original,Lungo,110ml,Ethiopia with Dry Processed Arabica,4.0,9.7,0.97,This is Ethiopian Arabica at its finest - decadently aromatic.,"It has an orange blossom aroma, but the rich fruit jam notes come from the sun-dried coffee in Master Origins Ethiopia with dry processed Arabica. Continually hand-turning the coffee cherry to ensure even drying calls for great care. And Ethiopian farmers have used this method for longer than anyone else. If you like milk and coffee, try Master Origins Ethiopia with dry processed Arabica with milk froth to make a cappuccino. You’ll find all the delicate floral notes still smoothly dancing through this cup of coffee with milk.","Espresso 40ml, Lungo 110ml",Fruity,4.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441091891230/ethiopia-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ethiopia_L.png,No,Origins,,Current,Blonde,Low,High,Medium,Medium,Low,Medium,Medium,Medium,Medium,original lungo 110ml ethiopia dry processed arabica ethiopian arabica fine decadently aromatic orange blossom aroma rich fruit jam notes come sundried coffee master origins ethiopia dry processed arabica continually handturning coffee cherry ensure even drying calls great care ethiopian farmers used method long anyone else like milk coffee try master origins ethiopia dry processed arabica milk froth make cappuccino find delicate floral notes still smoothly dancing cup coffee milk espresso 40ml lungo 110ml fruity origins blonde low high medium medium low medium medium medium medium
OL26,Capriccio,Original,Espresso,40ml,Rich & Distinctive,5.0,8.7,0.87,"Capriccio is the rich, unique espresso that is ready to astonish with its complex and balanced bouquet.",Its distinct cereal notes are characteristic of the Brazilian Arabica and touch of Robusta we use. But then Capriccio surprises you with a fine acidity that gleams through - that comes from the high-grown South American Arabicas and the light roast. Adding milk will bring out the biscuit and caramel notes - it highlights the coffee’s sweetness. You can really indulge with this in a Capriccio cappuccino or Latte Macchiato.,Espresso 40ml,"Balanced, Cereal",3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/15762782748702/capriccio.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/commons/img/coffees/OL/composition/ol_coffee-sleeves_capriccio_16-9.png,No,Espresso,,Current,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,original espresso 40ml rich distinctive capriccio rich unique espresso ready astonish complex balanced bouquet distinct cereal notes characteristic brazilian arabica touch robusta use capriccio surprises fine acidity gleams comes highgrown south american arabicas light roast adding milk bring biscuit caramel notes highlights coffee sweetness really indulge capriccio cappuccino latte macchiato espresso 40ml balanced cereal espresso medium medium medium medium medium medium medium medium medium medium
OL27,Cosi,Original,Espresso,40ml,Mild & Delicately roasted,4.0,8.7,0.87,Light roasting classic coffees keeps their distinguished aromatics alive. Cosi meets your palate with a smile.,"It’s a blend of world-renowned Arabicas - from East Africa and Latin America. Kenya brings the jammy ripe, red fruit notes to Costa Rica’s rich, sweet cereal base. The light roast and coarse grind keeps this espresso mild and rounded without losing any of its soul. Cosi with milk takes on an indulgent silky texture and sweet biscuit notes.",Espresso 40ml,"Fruity, Cereal",3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/15762785566750/cosi.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/commons/img/coffees/OL/composition/ol_coffee-sleeves_cosi_16-9_2x.png,No,Espresso,,Current,Blonde,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,original espresso 40ml mild delicately roasted light roasting classic coffees keeps distinguished aromatics alive cosi meets palate smile blend worldrenowned arabicas east africa latin america kenya brings jammy ripe red fruit notes costa rica rich sweet cereal base light roast coarse grind keeps espresso mild rounded without losing soul cosi milk takes indulgent silky texture sweet biscuit notes espresso 40ml fruity cereal espresso blonde low medium medium medium medium medium medium medium medium
OL28,Volutto,Original,Espresso,40ml,Sweet & Light,4.0,8.7,0.87,The delicate and generous aromas of Brazilian and Colombian Arabicas strike graceful harmony in this approachable espresso.,"Volluto is sunny living. The natural Brazilian Arabica mellows out in its pre-shipment resting time. The medium roast softens the Brazil’s cereal notes and turns them to sweet biscuit. And the washed Arabica from Colombia brings delightful fresh red fruit notes to the blend. The medium roast and grind rounds out these flavors and creates a perfectly balanced espresso. Volluto comforts like the smell of fresh, oven-baked brioche does. This sweet and light espresso stays in full-bodied balance when you add milk.",Espresso 40ml,"Balanced, Fruity, Cereal",3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,Roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/15762784452638/volluto-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/volluto_S.png,No,Espresso,,Current,Blonde,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,original espresso 40ml sweet light delicate generous aromas brazilian colombian arabicas strike graceful harmony approachable espresso volluto sunny living natural brazilian arabica mellows preshipment resting time medium roast softens brazil cereal notes turns sweet biscuit washed arabica colombia brings delightful fresh red fruit notes blend medium roast grind rounds flavors creates perfectly balanced espresso volluto comforts like smell fresh ovenbaked brioche sweet light espresso stays fullbodied balance add milk espresso 40ml balanced fruity cereal espresso blonde low medium medium medium medium medium medium medium medium
OL29,Volutto Decaffeinato,Original,Espresso,40ml,Sweet & Light,4.0,8.7,0.87,Sweet and light. Delightfully balanced cereal and fruity notes. Volluto has an easy way about it.,"And Volluto Decaffeinato is faithful to form - Brazilian and Colombian coffees are carefully composed and now gently decaffeinated - for very sunny living. We decaffeinate naturally to make sure the coffee beans’ quality and taste is protected as much as possible. And just as with Volluto, in a Volluto Decaffeinato with milk you’ll taste the irresistible charm of those easy sweet biscuit and caramel notes with a splash of lively fruit aromas.",Espresso 40ml,"Cereal, Fruity, Balanced",3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,Decaffeinated roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/15942161104926/volluto-decaffeinato-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/commons/img/coffees/OL/composition/ol_coffee-sleeves_volluto-decaffeinato_16-9.png,Yes,Espresso,,Current,Blonde,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,original espresso 40ml sweet light sweet light delightfully balanced cereal fruity notes volluto easy way volluto decaffeinato faithful form brazilian colombian coffees carefully composed gently decaffeinated sunny living decaffeinate naturally make sure coffee beans quality taste protected much possible volluto volluto decaffeinato milk taste irresistible charm easy sweet biscuit caramel notes splash lively fruit aromas espresso 40ml cereal fruity balanced espresso blonde low medium medium medium medium medium medium medium medium
OL30,Corto,Original,Espresso,40ml,Very spicy and slightly smoked,11.0,9.7,0.97,"Inspired by the dark roasted tastes and thick textures created by the expert baristas of Spain, we selected a blend of African Arabicas and Robusta, and roasted them long and dark to create a powerful, full-bodied taste, which becomes smoother and creamier with a splash of milk.","For BARISTA CREATIONS Corto, we took our inspiration from the dark roasts and thick textures created by the expert baristas in Spain, that is why it is easily recognizable by its raw strength and intense, roasty character. Corto can punch through milk with its rich aftertaste, elegant bitterness, and a thick, textured body. With a dash of hot milk and milk froth crowning the cup, you’ll experience Corto in the traditional cortado recipe’s way.","Capuccino, Latte Macchiato",Intense,3.0,3.0,3.0,3.0,1.0,5.0,5.0,1.0,Roast and ground coffee,10,58 g,https://www.nespresso.com/ecom/medias/sys_master/public/14438025363486/corto-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/corto_L.png,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Dark,High,Medium,Medium,Medium,Medium,Low,High,High,Low,original espresso 40ml spicy slightly smoked inspired dark roasted tastes thick textures created expert baristas spain selected blend african arabicas robusta roasted long dark create powerful fullbodied taste becomes smooth creamy splash milk barista creations corto took inspiration dark roasts thick textures created expert baristas spain easily recognizable raw strength intense roasty character corto punch milk rich aftertaste elegant bitterness thick textured body dash hot milk milk froth crowning cup experience corto traditional cortado recipe way capuccino latte macchiato intense barista creations dark high medium medium medium medium low high high low
OL31,Scuro,Original,Espresso,40ml,With balanced biscuit notes,8.0,9.7,0.97,"Taking our inspiration from Melbourne baristas - the masters of robust, but perfectly balanced tastes.","Our BARISTA CREATIONS Scuro shows you how intense your coffee can get while still staying beautifully in balance with milk. It’s just roasty enough to push through milk, and its delicate sweetness tempers its intensity to make it a compelling intense Cappuccino or Latte Macchiato.","Capuccino, Latte Macchiato","Roasted, Balanced",3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,Roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/16291413262366/scuro-OL-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/scuro_L.png,No,Barista Creations,The intensity provided is an estimate as this coffee does not have an official intensity level,Current,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,original espresso 40ml balanced biscuit notes taking inspiration melbourne baristas masters robust perfectly balanced tastes barista creations scuro shows intense coffee get still staying beautifully balance milk roasty enough push milk delicate sweetness tempers intensity make compelling intense cappuccino latte macchiato capuccino latte macchiato roasted balanced barista creations medium medium medium medium medium medium medium medium medium medium
